uuid,year,valuation,revenue
9e524cfb-1de8-4215-b0ce-8c76f9243e2d,2023,1070000.0,16500000.0
9e524cfb-1de8-4215-b0ce-8c76f9243e2d,2024,1070000.0,75800000.0
9e524cfb-1de8-4215-b0ce-8c76f9243e2d,2025,1070000.0,91200000.0
f1e2c197-f235-4c0d-9f61-29477b2a2b1e,2020,513000000.0,13000000.0
8cae8695-1de6-4b2e-81b2-461b291aef7f,2017,1621000000.0,175603000.0
8cae8695-1de6-4b2e-81b2-461b291aef7f,2018,2105000000.0,227788000.0
8cae8695-1de6-4b2e-81b2-461b291aef7f,2019,2645000000.0,288976000.0
8cae8695-1de6-4b2e-81b2-461b291aef7f,2020,7501000000.0,351737000.0
8cae8695-1de6-4b2e-81b2-461b291aef7f,2021,5990000000.0,425706000.0
8cae8695-1de6-4b2e-81b2-461b291aef7f,2022,4332000000.0,522938000.0
8cae8695-1de6-4b2e-81b2-461b291aef7f,2023,4012000000.0,589996000.0
4fc5d924-b6bd-4743-bb42-bab84deed2c7,2017,4544000000.0,1924000000.0
4fc5d924-b6bd-4743-bb42-bab84deed2c7,2018,5046000000.0,2417000000.0
4fc5d924-b6bd-4743-bb42-bab84deed2c7,2019,2036000000.0,2734000000.0
4fc5d924-b6bd-4743-bb42-bab84deed2c7,2020,4233000000.0,3263500000.0
4fc5d924-b6bd-4743-bb42-bab84deed2c7,2021,3281000000.0,3910500000.0
4fc5d924-b6bd-4743-bb42-bab84deed2c7,2022,835900000.0,3936500000.0
4fc5d924-b6bd-4743-bb42-bab84deed2c7,2023,854800000.0,3549500000.0
c542a5b2-9f8e-447b-897f-0e66ebc9a379,2018,786600000.0,
1dea4b41-b823-4cde-944c-7ba3b8d45127,2020,3956000000.0,741000000.0
19172b8d-9922-4f55-9794-0314b3293ebb,2026,-397300000.0,4076000000.0
19172b8d-9922-4f55-9794-0314b3293ebb,2024,-959400000.0,4077000000.0
cb085388-b4cf-4e93-a009-5e33d91e07ad,2021,791000000.0,90291000.0
cb085388-b4cf-4e93-a009-5e33d91e07ad,2022,201000000.0,127117000.0
cb085388-b4cf-4e93-a009-5e33d91e07ad,2023,181100000.0,139882000.0
bced3100-c4bb-4370-95f2-1344f2fbab27,2017,1362000000.0,200225000.0
bced3100-c4bb-4370-95f2-1344f2fbab27,2018,2684000000.0,257664000.0
bced3100-c4bb-4370-95f2-1344f2fbab27,2019,3900000000.0,328006000.0
bced3100-c4bb-4370-95f2-1344f2fbab27,2020,11557000000.0,434908000.0
