domain,person_name,person_facebook_url,person_twitter_url,person_linkedin_url,country_code
glpg.com,Helmuth van Es,,,,
glpg.com,Onno Stolpe,,,,BEL
glu.com,Kristian Segerstrale,,,,
glu.com,Nick Earl,,,linkedin.com/in/nick-earl-186b3314,USA
pentera.io,Arik Faingold,,,,
pentera.io,Arik Liberzon,,,,
glydways.com,Gokul Hemmady,,,linkedin.com/in/gokul-hemmady-38187ab,USA
acacia-inc.com,Mehrdad Givehchi,,,,
godigit.com,Philip V,,,,
godigit.com,Jasleen Kohli,,,linkedin.com/in/jasleen-kohli-7212aa24,IND
pharmeasy.in,Mikhil Innani,,,,
goflink.com,Julian Dames,,,,
goflink.com,Christoph Cordes,,,,
goflink.com,Nikolas Bullwinkel,,,,
goflink.com,Oliver Merkel,,,,
goflink.com,Saad Saeed,,,,
going-link.com,Wenjun He,,,,CHN
goldbelly.com,Joe Ariel,,,linkedin.com/in/joeariel,
pillpack.com,Brian Hoffer,,,,
gong.io,Amit Bendov,,,,
gong.io,Eilon Reshef,,,,
goniyo.com,Vinay Bagri,,,,
goniyo.com,Virender Bisht,,,,
goodnightmidstream.com,Robert Rubey,,,,
goqii.com,Vishal Gondal,facebook.com/vishalgondal,twitter.com/vishalgondal,linkedin.com/in/vishalgondal,USA
goqii.com,Sachin Janghel,,,,
gostudent.org,Felix Ohswald,,,,
gostudent.org,Ferdinand von Hagen,,,,
gothamgreens.com,Eric Haley,,,,
gothamgreens.com,Viraj Puri,,,,
gotocompany.com,Patrick Walujo,,,linkedin.com/in/patrick-walujo-94a2701,IDN
podimo.com,Andreas Sachse,,,,
precirix.com,Tony Lahoutte,,,,
preply.com,Serge Lukianov,,,,
greenacreagereit.com,Jeffrey Lefleur,,,linkedin.com/in/jeffrey-lefleur-1161b5193,USA
printful.com,Davis Siksnans,,,,
greenphire.com,Jim Murphy,,,linkedin.com/in/jim-murphy-85173044,USA
greensky.com,David Zalik,,,,
greyhorsecompany.com,Rahim Thawer,facebook.com/thawerr,twitter.com/rthawer,linkedin.com/in/thawer,GBR
provivi.com,Peter Meinhold,,,,
gro-intelligence.com,Nemo Semret,,,,
gro-intelligence.com,Sara Menker,,,,
groupon.com,Kedar Deshpande,,,linkedin.com/in/kedard,USA
groupon.com,Federico Malek,,,,
groupon.com,Matti Rönkkö,,,,
grove.co,Chris Clark,,,,
grove.co,Jordan Savage,,,,
grupomasmovil.com,Meinrad Spenger,,twitter.com/Maini01,linkedin.com/in/mspenger,ESP
gsk.com,Emma Walmsley,,,linkedin.com/in/emmawalmsleygsk/?original_referer=https%3A%2F%2Fwww%2Egoogle%2Ecom%2F&originalSubdomain=uk,GBR
gsngames.com,Mark Feldman,,,,USA
guazi.com,Joyce Zhang,,,,
guazi.com,Mark Yang,,,,CHN
gudangada.com,Stevensang,,,,
gudangada.com,Steven Sang,,,linkedin.com/in/stevensang-2b467415b,IDN
quantum-si.com,Kieren Patel,,,,
guideline.com,Jeremy Caballero,,,,
guideline.com,Kevin Busque,,twitter.com/kevinbusque,linkedin.com/in/kevinbusque,USA
h1.co,Ian Sax,,,,
h2scan.com,Stan Berman,,,linkedin.com/in/stan-berman-477b,USA
hairobotics.com,Richie Chen,,,linkedin.com/in/richie-chen-31581039,CHN
hairobotics.com,Richie (Yuqi) Chen,,,,
haizhi.com,Hai-Zhi Bu,,,,CHN
haliodx.com,Vincent Fert,,,linkedin.com/in/vincent-fert-12a4426,FRA
halioinc.com,Suk-Bae Cha,,,,USA
happymoney.com,Scott Saunders,,,,
remote.com,Job van der Voort,,,,
remote.com,Kyle Foundry,,,,
hashflow.com,Varun Kumar,,,,
sunfire.de,Nils Aldag,,,,
restaurant365.com,Morgan Harris,,,,
he360.com,John Serafini,,,linkedin.com/in/john-serafini-950793a,USA
he360.com,Chris DeMay,,,,
headspace.com,Andy Puddicombe,,,,
headway.co,Andrew Adams,,,linkedin.com/in/andrew-lang-adams,USA
healthcarefuture.com,"Bobby Johnson, Jr.",,,,USA
healthcarefuture.com,"Bobby Johnson,Jr.",,,,
ridewithvia.com,Daniel Ramot,,,,
ridewithvia.com,Oren Shoval,,,,
healx.ai,Tim Guilliams,,,,
heartflow.com,Charles A. Taylor,,,,
heartflow.com,John Stevens,,,,
heliogen.com,Andy Lambert,,,linkedin.com/in/andrew-lambert-fiet-b2333620,USA
heliogen.com,Bill Gross,,,,
rong360.com,Caofeng Liu,,,,
rong360.com,Wu Zhengyu,,,,
rong360.com,Jiayan Lu,,,,
hellokaleido.com,Frans Cromme,,twitter.com/franscromme,linkedin.com/in/franscromme,NLD
hellokaleido.com,Tim Oakes,,,,
hellolanding.com,Bill Smith,,twitter.com/billsmitha,linkedin.com/in/billsmitha,USA
hellotend.com,Doug Hudson,,,linkedin.com/in/ldoughudson,USA
hemab.com,Hans H Wandall,,,,
hemnet.se,Cecilia Beck- Friis,,x.com/annamajcecilia,linkedin.com/in/cecilia-beck-friis,SWE
sap.com,Paul Touw,,,,
sap.com,Keith Krach,,,,
scalapay.com,Johnny Mitrevski,,,,
hibercell.com,Ari Nowacek,,,,USA
hibercell.com,Julio Aguirre-Ghiso,,,,
hifibio.com,Liang Schweizer,,,,
hingehealth.com,Gabriel Mecklenburg,,,,
hiscene.com,Chunyuan Liao,,,,
holidayswap.com,James Asquith,,,,
homeward.com,Tim Heyl,,,,
homzglobal.com,Lakshmi Narayanan,,twitter.com/luckylnr,linkedin.com/in/lakshmi-narayanan-140b505a,USA
honeybook.com,Naama Alon,,,,
honeybook.com,Shadiah Sigala,,,,
shiprocket.in,Vishesh Khurana,,,,
innovafeed.com,Clément Ray,,,,
innovafeed.com,Yann Grierson,,,,
shutterstock.com,Mark Lemmons,,,,
hortonworks.com,Rob Bearden,,,linkedin.com/in/rob-bearden-16069431,USA
hoteamsoft.com,Jingcheng Mei,,,,CHN
hotelbeds.com,Jason Soss,,,,
skype.com,Janus Friis,,,,
hptg.com,Hany Nada,,,linkedin.com/in/hanynada,SGP
huangbaoche.com,Pan Fei,,,linkedin.com/in/panfei,CHN
huaqin.com,Wensheng Qiu,,,,
huboo.com,Martin Bysh,,,linkedin.com/in/martin-bysh-479b087,GBR
huboo.com,Paul Dodd,,,,
hulu.com,Albert Dobron,,,linkedin.com/in/al-dobron-0145371,USA
hulu.com,Jason Kilar,,,,
huma.com,Dr Rich Khatib,,,,
hungrypanda.co,Eric LIU,,,,
hungrypanda.co,Kelu Liu,,,linkedin.com/in/keluliu,GBR
hunters.security,Uri May,,,,
huuugegames.com,Anton Gauffin,,,,
solaria.com,Leslie Danziger,,,,
solaria.com,Suvi Sharma,,,,
sonder.com,Olivier Gareau.,,,,
iadfrance.fr,Jerome Chabin,,,linkedin.com/in/j%C3%A9r%C3%B4me-chabin,FRA
iadfrance.fr,Jérôme CHABIN,,,,
iadfrance.fr,Malik Benrejdal,,,,
iasobio.com,Jinhua Zhang,,,,
iasobio.com,Wen Wang,,,linkedin.com/in/wen-maxwell-wang-m-d-ph-d-6aab8880,CHN
immuta.com,Steve Touw,,,,
iconovir.com,Mark McCamish,,,linkedin.com/in/mark-mccamish-75803112,USA
idealista.com,Jesús Encinar,,twitter.com/jesusencinar?lang=en,,ESP
idealista.com,Andrés De La Morena,,,,
identifeye.health,Jonathan M Rothberg,,twitter.com/JMRothberg,linkedin.com/in/jonathanrothberg,USA
identifeye.health,Tyler Ralston,,,,
ideogram.ai,Martin Casado,,twitter.com/martin_casado,linkedin.com/in/martincasado,CAN
idera.com,Kenny Van Zant,,twitter.com/kennyvz,linkedin.com/in/kennyvanzant,USA
id.me,Matthew Thompson,,,,
id.me,Mike Slagh,,,,
idn.media,Winston Utomo,,,linkedin.com/in/winstonutomo,IDN
idodo.cz,Michal Mensik,facebook.com/michal.mensik.399,,linkedin.com/in/michalmensik,CZE
iecure.com,Jim Wilson,,,,USA
iexindia.com,Satyanarayanq Goel,,,,IND
ifchange.com,Jacky Cai,,,linkedin.com/in/jacky-cai-9b35966a,CHN
ifco.com,Mike Pooley,,,linkedin.com/in/mike-pooley-581b6ba,NLD
igenomix.com,Carlos Simon,,,,
igenomix.com,Javier Cagigas Benlloch,,,linkedin.com/in/javier-cagigas-benlloch-6445669b,ESP
iheartjane.com,Abraham Rosenfeld,,,,
iheartjane.com,Ben Green,,,,
iheartjane.com,Howard Hong,,,,
ii.co.uk,Richard Wilson,,,linkedin.com/in/richard-wilson-5651aa3,GBR
ika.xyz,Omer Sadika,,,,
illimity.com,Andrea Clamer,,,,
illuminarium.com,Alan Greenberg,,,,
imagobio.com,Hugh Rienhoff,,,linkedin.com/in/rienhoff,USA
immo.capital,Hans-Christian Zappel,,,,GBR
immuta.com,Matthew Carroll,,twitter.com/mcarroll_,linkedin.com/in/matthewrcarroll,USA
impacttherapeutics.com,Edward Tian,,,linkedin.com/in/ed-tian-7679685,CHN
6kinc.com,Aaron Bent,,,,
impossiblefoods.com,Monte Casino,,,,USA
impinj.com,Chris Diorio,,,,
incendiatx.com,Laurent Audoly,,,,
incendiatx.com,Wendye Robbins,,,linkedin.com/in/wendye-robbins-705a652,USA
infinera.com,Thomas Fallon,,,linkedin.com/pub/thomas-fallon/44/696/479,USA
infinitecommerce.com,CJ Isakow,,,linkedin.com/in/craigisakow,
infinitecommerce.com,Harry Tsao,,,linkedin.com/in/harry-tsao-a0395423,USA
infinitecommerce.com,Allan (Amnon) Fisch,,,,
stockx.com,Chris Kaufman,,,,
store-dot.com,Doron Myersdorf,,,,
storicard.com,Manuel Medina Riveroll,,,,
amagi.com,Benjamin Goodfriend,,,,
infoblox.com,Mike Goguen,facebook.com/michael.goguen.509,twitter.com/michaelgoguen,linkedin.com/in/michael-goguen-23314,USA
infoblox.com,Stuart Bailey,,,,
infocert.digital,Danilo Cattaneo,,,linkedin.com/in/danilocattaneo,ITA
inhabit.com,Edward James,,,linkedin.com/in/edwardrjames,USA
inhabit.com,Stacey Meeker,,,,
inhibrx.com,Mark Lappe,,,linkedin.com/in/mark-lappe-91a44615,USA
inhibrx.com,Quinn Deveraux,,,,
initialtx.com,Peter DiLaura,,,linkedin.com/in/peterdilaura,USA
stytch.com,Reed McGinley-Stempel,,,,
inmagenebio.com,Jonathan Wang,,,linkedin.com/in/jonathan-wang-6aa3ab,USA
sunfire.de,Carl Berninghausen,,,,
innostar-semi.com,Xiang Zhang,,,,CHN
innovafeed.com,Clement Ray,,,linkedin.com/in/cl%C3%A9ment-ray-7527922a,FRA
apptio.com,Gilad Raz,,,,
inogen.com,Heath Lukatch,,,linkedin.com/in/heath-lukatch-86a2a,USA
inogen.com,Alison Bauerlein,,,,
inogen.com,Brenton Taylor,,,,
inpost.eu,Jason Tavaria,,,,
inrix.com,Bryan Mistele,,,,
arm.com,Hermann Hauser,,,,
insidesales.com,Josh James,facebook.com/joshjamesdomo,twitter.com/joshjames,linkedin.com/in/iamjoshjames,USA
swappie.com,Jiri Heinonen,,,,
swappie.com,Sami Marttinen,,,,
insight-med.com,Liang Song,,,,
insight-med.com,Lily Chen,,,,
insitro.com,Daphne Koller,,,,
inspiresleep.com,Tim Herbert,,,linkedin.com/in/tim-herbert-733423100,USA
instabase.com,Anant Bhardwaj,,,,
asteralabs.com,Sanjay Gajendra,,,,
atherenergy.com,Swapnil Jain,,,,
instructure.com,Byron Deeter,,twitter.com/bdeeter,linkedin.com/in/byrondeeter,USA
insulet.com,Jim Hollingshead,,,linkedin.com/in/jimhollingshead,USA
aurorasolar.com,Christopher Hopper,,,,
intelepeer.ai,Dan Quandt,,,,
intelepeer.ai,Javier Rojas,facebook.com/profile.php?id=712661215,twitter.com/jrojassr,linkedin.com/in/javierrojas,USA
avidxchange.com,Chris Tinsley,,,,
avidxchange.com,Michael Praeger,,,,
tableau.com,Chris Stolte,,,,
interlinetx.com,Zach Sweeney,,,linkedin.com/in/zachary-sweeney-5b7ab61a,USA
interos.ai,Jennifer Bisceglie,,twitter.com/j_bisceglie,linkedin.com/in/jennifer-bisceglie-3328b2,USA
talend.com,Bertrand Diard,,,,
intralinks.com,John Muldoon,,,,
beginlearning.com,Stephanie Powell Dua,,,,
inversago.com,Francois Ravenelle,,,,
inversago.com,François Ravenelle,,,linkedin.com/in/fravenelle,CAN
investcloud.com,Jeffery Yabuki,facebook.com/jeff.yabuki,twitter.com/jeffyabuki,linkedin.com/in/jeff-yabuki-61b0065,USA
investcloud.com,John Wise,,,,
taptapsend.com,Fatimatou Ousmanou,,,,
taptapsend.com,Michael Faye,,,,
invitae.com,Alex Furman,,,,
invitae.com,Guy Snir,,,linkedin.com/in/guysnir,
invitae.com,Sean George,,,linkedin.com/in/sean-george-5285a980,USA
bibit.id,Wellson Lo,,,,
bigpanda.io,Elik Eizenberg,,,,
iomx.com,Nisit Khandelwal Khandelwal,,,linkedin.com/in/nisitkhandelwal,DEU
iorahealth.com,Rushika Fernandopulle,,,,
ipalfish.com,Henry Huang,,,linkedin.com/in/henryhuang1,CHN
biosplice.com,Troy Cox,,,,
ipulse-group.com,Laurent Frescaline,,,,SGP
iqiyi.com,Gong Yu,,,,CHN
bizongo.com,Ankit Tomar,,,,
ireadyit.com,QF W.,,,linkedin.com/in/qf-w-9070a829/?originalSubdomain=cn,CHN
ironnet.com,Keith Alexander,,,linkedin.com/in/kbaironnet,USA
ironwoodpharma.com,Luca Santarelli,,,ch.linkedin.com/in/luca-santarelli-67886b8,CHE
ironwoodpharma.com,Luca SantarellI,,,,
i-run.fr,Emmanuel Vidal,,,,
is.com,Tomer Bar Zeev,facebook.com/tomerb1,,linkedin.com/in/tomerbarzeev,ISR
is.com,Arnon Harish,,,,
isilon.com,Paul Mikesell,,,,
isilon.com,Sujal Patel,,,linkedin.com/in/patelsujal,USA
i-space.com.cn,Dongyi Zhang,,,linkedin.com/in/dongyi-zhang,CHN
i-ten.fr,Fabien Gaben,,,linkedin.com/in/fabien-gaben-35028bb7,FRA
i-ten.fr,Fabien GABEN,,,,
iterative.health,Aditya Khosla,,,linkedin.com/in/aditya-khosla-82086133,USA
ivalua.com,David Khuat-Duy,,,,
ixiancheng.com,He Pengyu,,,,CHN
jaguargenetherapy.com,Phillip Donenberg,,,linkedin.com/in/phildonenberg,USA
jamasoftware.com,Marc Osofsky,,,linkedin.com/in/mdosofsky,USA
javararesearch.com,Jennifer Byrne,,twitter.com/jennjbyrne,linkedin.com/in/jenniferjbyrne,USA
brightside.com,Jeremy Barth,,,,
jedox.com,Florian Winterstein,,twitter.com/fwinterstone,linkedin.com/in/florian-winterstein-23928227,DEU
bringg.com,Lior Sion,,,,
bringg.com,Raanan Cohen,,,,
bubble.io,Kwaku Osei,,,,
jettiresources.com,Michael Outwin,,,linkedin.com/in/michaeloutwin,USA
jettiresources.com,Mike Outwin,,,,
adverity.com,Alexander Igelsböck,,,,
jiangjidistillery.com,Shiquan Tao,,,,CHN
adverity.com,Andreas Glänzer,,,,
adverity.com,Vlad Gozman,,,,
jnjmedtech.com,Benjamin Manico,,,linkedin.com/in/benjamin-manico-803133122,USA
bwin.com,Tomás Andreu,,,,
joinbounce.com,Mark Potter,,twitter.com/markp_bounce,linkedin.com/in/attorneymarkpotter,USA
joinfound.com,Sarah Jones Simmer,,,linkedin.com/in/sarah-jones-simmer-11bbb731,USA
joinhomebase.com,Rushi Patel,,,,
joinhomebase.com,John Waldmann,,twitter.com/j_waldmann,linkedin.com/in/john-waldmann-386a7a,USA
joinhoney.com,George Ruan,,twitter.com/gemusan,linkedin.com/in/george-ruan-80a76b2,USA
joinklover.com,Brian Mandelbaum,facebook.com/brianmandelbaum,twitter.com/BrianMandelbaum,linkedin.com/in/brianmandelbaum,USA
joinklover.com,Chris Kobayashi,,,,
joinklover.com,Dominic Bennett,,,,
joinnbio.com,Tao He,,,linkedin.com/in/tao-he-a9b8473,USA
capitolis.com,Igor Teleshevsky,,,,
capstantx.com,Christian Homsy,,,,
capstantx.com,Hamideh Parhiz,,,,
carbyne.com,Yony Yatsun,,,,
carbyne.com,Lital Leshem,,,,
jollychic.com,Aaron Li,,,,
jollychic.com,Chuck Zhang,,,linkedin.com/in/mingminzhang,CHN
caresyntax.com,Bjoern von Siemens,,,,
caresyntax.com,Dennis Kogan,,,,
carousell.sg,Siu Rui Quek,,,,
tiko.es,Paco Cebrian,,,,
carvana.com,Ben Huston,,,,
carvana.com,Ernest Garcia III,,,,
carvana.com,Ernie Garcia,,,,
jumia.com,Jeremy Hodara,,,linkedin.com/in/jeremy-hodara-8183854,NGA
jumo.world,Andrew Watkins-Ball,,,,
jumo.world,Buhle Goslar,,,linkedin.com/in/buhlegoslar,ZAF
cellink.com,Héctor Martínez,,,,
centivo.com,Stuart Roth,,,,
ceracare.co.uk,Mahiben Maruthappu,,,,
jushuitan.com,Haidong Luo,,,,CHN
justhealth.cn,Jian Wang,,,,CHN
checkr.com,Jonathan Perichon,,,,
justworks.com,Timothy Suski,facebook.com/tsuski08,,linkedin.com/in/timsuski,USA
justzapp.com,Joe Falter,,,,
juul.com,James Monsees,,,,
juul.com,K.C. Crosthwaite,,,linkedin.com/in/kccrosthwaite,USA
juventas.cn,Lyu Lulu,,,linkedin.com/in/lulu-lu-028123a8,CHN
juventasinc.com,Rahul Aras,,,,
jxr-fertility.com,Sunny Dong,,,linkedin.com/in/sunny-dong-%E8%91%A3%E9%98%B3-a24ab07a,CHN
k36tx.com,Yang Shi,,,,USA
kadmon.com,Samuel D. Waksal,,,,
chrono24.com,Michael Krkoska,,,,
chrono24.com,Tim Stracke,,,,
kahoot.com,Eilert Giertsen Hanoa,,twitter.com/eilerth,linkedin.com/in/eilert-giertsen-hanoa/?ppe=1,NOR
kaiostech.com,Sebastien Codeville,,,,
citydeal.de,Marc Samwer,,,,
citymall.live,Naisheel Verdhan,,,,
classpass.com,Mary Biggins,,,,
kandou.com,Amin Shokrollahi,,,linkedin.com/in/aminshokrollahi,CHE
kape.com,Ido Erlichman,,,linkedin.com/in/ido-erlichman-935a8249,GBR
kape.com,Shmueli Ahdut,,,,
kape.com,Teddy Sagi,,,,
karat.com,Jeffrey Spector,,,,
karat.com,Mohit Bhende,,twitter.com/mobhende,linkedin.com/in/mohit-bhende-4358b2,USA
karmaautomotive.com,Dr. Lance Zhou,facebook.com/DrLanceKarmaAuto,twitter.com/drlancekarma?lang=en,linkedin.com/in/liang-zhou-dr-lance-a2a7444,USA
karmakitchen.co,Georgina Newton,,,,GBR
katapult.com,Orlando Zayas,,twitter.com/ojzayas,linkedin.com/in/orlandozayas,USA
clutch.ca,Andrew Dolinski,,,,
cmrsurgical.com,Mark Slack,,,,
kayak.com,Paul English,,,,
kayak.com,Steve Hafner,,,,
ke.com,XU Wangang,,,,CHN
trieye.tech,Avi Bakal,,,,
trieye.tech,Omer Kapach,,,,
kepler-interactive.com,Alexis Garavaryan,,,linkedin.com/in/alexisgaravaryan,GBR
colossal.com,Peter Phillips,,,,
comanchebiopharma.com,T Johnson,,,,
compass.com,Robert Reffkin,,,,
complementtx.com,Simon J Clark,,,,
kindbody.com,Annbeth Eschbach,,,linkedin.com/in/annbetheschbach,USA
constantcontact.com,Elton Pereira,,,,
contractpodai.com,Robert Glennie,,,,
contractpodai.com,Sarvarth Misra,,,,
contrastsecurity.com,Arshan Dabirsiaghi,,,,
contrastsecurity.com,Jeff Williams,,,,
copado.com,Federico Larsen,,,,
copado.com,Philipp R,,,,
coralogix.com,Guy Kroupp,,,,
coralogix.com,Yoni Farin,,,,
klearnow.ai,Sam Tyagi,,,linkedin.com/in/samtyagi,USA
klearnow.ai,Ulf Sandberg,,,,
coterieinsurance.com,David McFarland,,,,
klook.com,Wilfred Fan,,,linkedin.com/in/wilfred-fan-7478875,SGP
knock.com,Sean Black,,,,
knotel.com,Michael Gross,,,,USA
crehana.com,Rodolfo Dañino Ruiz,,,,
crisp.nl,Eric Klaassen,,,,
criteo.com,Etienne Le Scaon,,,,
criteo.com,Franck Le Ouay,,,,
criteo.com,Jean-Baptiste Rudelle,,,,
crossbeam.com,Bob Moore,,,,
currencycloud.com,Richard Arundel,,,,
kongsbergdigital.com,Stein-Roar Skånhaug Bjørnstad,,twitter.com/steinroar,linkedin.com/in/steinroar,NOR
cvent.com,David Quattrone,,,,
cvent.com,Reggie Aggarwal,,,,
konux.com,Maximilian Hasler,,,linkedin.com/in/maxhasler,DEU
kooapp.com,Aprameya Radhakrishna,,,linkedin.com/in/aprameyaradhakrishna,IND
kopikenangan.com,Edward Tirtanata,,,,
kore.ai,Raj Koneru,,,,
upside.com,Jan Rubio,,,,
upside.com,Tom Vaughan,,,,
dapperlabs.com,Roham Gharegozlou,,,,
kream.co.kr,Chang-wook Kim,,,,
kream.co.kr,Chang Wook Kim,,,,KOR
kuaidianyuedu.com,Zhang Rui,,,,CHN
kuaikanmanhua.com,Anni Chen,,,,
kueski.com,Adalberto Flores,,,linkedin.com/in/adalf,MEX
kueski.com,Leonardo de la Cerda,,,,
deliveryhero.com,Niklas Östberg,,,,
kymab.com,Allan Bradley,,,linkedin.com/in/allan-bradley-69b239135,GBR
kymab.com,David Chiswell,,,,
kytherabiopharma.com,Robert Nelsen,,twitter.com/rtnarch,,USA
despegar.com,Federico Fuchs,,,,
despegar.com,Martin Rastellino,,,,
vayyar.com,Miri Ratner,,,,
didiglobal.com,Bo Zhang,,,,
labster.com,Michael Bodekaer,facebook.com/bodekaer,twitter.com/bodekaer,linkedin.com/in/bodekaer,DNK
lacework.com,Vikram Kapoor,,,,
lakala.com,Taoran Sun,,,,
lalalandkindcafe.com,Francois Reihani,,,linkedin.com/in/francois-reihani-33038675,USA
d-matrix.ai,Sid Sheth,,,,
landspace.com,Changwu Zhang,,,,CHN
lanhuapp.com,Yanghui Ren,,,linkedin.com/in/%E6%B4%8B%E8%BE%89-%E4%BB%BB-3554231a2,CHN
lanterncare.com,John Zutter,,,linkedin.com/in/john-zutter-687000a,USA
lanterncare.com,Ken Erickson,,,,
larenon.com,Pankaj Singh,,twitter.com/pankaj_larenon,linkedin.com/in/pankaj-singh-893790a,IND
lastminute.com,Fabio Cannavale,,twitter.com/fabiocannavale,linkedin.com/in/fabio-cannavale-408445/?ppe=1,CHE
latch.com,Brian Jones,,,linkedin.com/in/brian-jones-4601431b,USA
villagemd.com,Paul Martino,,,,
laundrygo.com,Sung-woo Cho,,,,KOR
dream11.com,Bhavit Sheth,,,,
duffel.com,Tom Bates,,,,
leanix.net,Andre Christ,,twitter.com/christ_andre,linkedin.com/in/andrechrist,DEU
leantaas.com,Mohan Giridharadas,,,,
leapwork.com,Christian Brink Frederiksen,,,linkedin.com/in/cbrink,DNK
leapwork.com,Claus Topholt,,,,
lecollectionist.com,Olivier Cahane,,twitter.com/oliviercahane,linkedin.com/in/oliviercahane,FRA
legendary.com,Joshua Grode,,,linkedin.com/in/joshua-grode-a2a4674,USA
eightfold.ai,Ashutosh Garg,,,,
eightfold.ai,Varun Kacholia,,,,
lendbuzz.com,Amitay Kalmar,,,,
vspn.com,Danny Tang,,,,
vspn.com,Shannon Cheung 张永康,,,,
leolabs.space,Daniel Ceperley,,,linkedin.com/in/daniel-ceperley-aa27903,USA
letgo.com,Enrique Linares Plaza,,,linkedin.com/in/enriquelinaresplaza,USA
letsgetchecked.com,Peter Foley,,,,
lexin.com,Jay Wenjie Xiao,,,,
lido.fi,Jordan Fish,,,,
eventbrite.com,Julia Hartz,,,,
exabeam.com,Domingo Mihovilovic Ph.D.,,,,
extend.com,Woodrow Levin,,,,
extend.com,Joe Moss,,,,
extremenetworks.com,Gordon Stitt,,,,
faire.com,Dame OBE Laura G Aguirre Segoviano,,,,
linear.app,Karri Saarinen,,twitter.com/karrisaarinen,linkedin.com/in/karrisaarinen,USA
linkdoc.com,Ligang Luo,,,,CHN
liquidity.com,Michael Howell,,,linkedin.com/in/michael-howell-357b1416,GBR
westwing.de,Georg Biersack,,,,
westwing.de,Stefan Smalla,,,,
finbourne.com,Thomas M,,,,
finxact.com,Jim Joyce,,,,
firework.com,Jerry Luk,,,,
whoop.com,John Capodilupo,,,,
flipkart.com,Binny Bansal,,,,
livingsocial.com,"Jacob Voogd ""Jake""",,,linkedin.com/in/jake-voogd-a610a7129,USA
livongo.com,Joe Carey,,,,USA
livspace.com,Saurabh Jain,,,linkedin.com/in/saurabh-jain-88237814,IND
flowtraders.com,Jan van Kuijk,,,,
flowtraders.com,Roger Hodenius,,,,
flybreeze.com,Trey Urbahn,,,,
flyzipline.com,Phu Nguyen,,,,
locanabio.com,James Burns,,,linkedin.com/in/jim-burns-b101aa9,USA
forethought.ai,Deon Nicholas,,,,
log9materials.com,Rahul Anand,,,,
loggi.com,Thibaud Lecuyer,,,linkedin.com/in/thibaudlecuyer,BRA
forte.io,Mahesh Vellanki,,,,
loggi.com,Arthur Debert,,,,
fountain.com,Jean Sini,,,,
barracuda.com,Dean Drako,,,,
barracuda.com,Howard Berke,,,,
barracuda.com,Mona Kanwar,,,,
loom.com,Joe Thomas,facebook.com/jojthoma,twitter.com/yoyo_thomas,linkedin.com/in/joethomasx,USA
freetrade.io,André M.,,,,
functionofbeauty.com,Hien Nguyen,,,,
fundbox.com,Eyal Shinar,,,,
fundingcircle.com,James Meekings,,,,
fundingcircle.com,Samir Desai,,,,
futurefarm.io,Alfredo Strechinsky,,,,
loxooncology.com,Josh Bilenker,,,linkedin.com/in/josh-bilenker-58655b14,USA
lppharma.com,Ying Ye,,,,CHN
ltgplc.com,Dale Solomon,,,linkedin.com/in/dalesolomon,GBR
lucid.co,Dave Grow,,,linkedin.com/in/davegrow,USA
lucidlane.com,Adnan Asar,,,linkedin.com/in/adnanasar,USA
lucidlane.com,Ahmed Zaafran,,,,
worldremit.com,Richard Igoe,,,,
lumeris.com,W. Michael Long,,,linkedin.com/in/michael-long-95427aa,USA
gelesis.com,Jonathan Reis,,,,
genies.com,Evan Rosenbaum,,,,
genies.com,Matt Geiger,,,,
wp.pl,Damian Woźniak,,,,
wp.pl,Leszek Bogdanowicz,,,,
wp.pl,Marcin Pokojski,,,,
get-carrot.com,Juli Insinger,,,,
getir.com,Jörg Kattner,,,,
getmoss.com,Ante Spittler,,,,
getmoss.com,Nick Mironenko,,,,
lyndra.com,Patricia Hurter,,twitter.com/Dogbluehorse,linkedin.com/in/patricia-hurter-5b96861,USA
lynkpharma.com,Zhao-Kui Wan,,,,CHN
getsquire.com,Yas Tabasam,,,,
gett.com,Roi More,,,,
m1.com,Brian Barnes,,,,
m2i-lifesciences.com,Philippe Guerret,,,linkedin.com/in/philippeguerret,FRA
xueqiu.com,Nick Liang,,,,
xueqiu.com,Simon Fong 方三文,,,,
aetion.com,Allon Rauer,,,,
gloat.com,Roy Reuveni,,,,
aetion.com,Sebastian Schneeweiss,,,,
globalcollect.com,Jan Manten,,,,
globalcollect.com,Ron Vollebregt,,,,
yellowbrick.co,Ankit Dhir,,,,
glovoapp.com,Sacha Michaud,,,,
yellowbrick.co,Rob Kingyens,,,,
madewithmotif.com,Robert Downey Jr.,facebook.com/robertdowneyjr,twitter.com/robertdowneyjr,,USA
mafengwo.cn,Gang Chen,,,linkedin.com/in/gang-chen-485b547,CHN
mafengwo.cn,Gang Lv,,,,
magassist.com.cn,Po-Lin Hsu,,,,
goldbelly.com,Joel Gillman,,,,
magic.dev,Jill Chase,,twitter.com/jillchase124?lang=en,linkedin.com/in/jill-greenberg-chase-53747538,USA
ynsect.com,Fabrice Berro,,,,
magnusmetal.com,Boaz Vinogradov,,,,
magnusmetal.com,Ran Achituv,,twitter.com/rachituv,linkedin.com/in/rachituv,ISR
gostudent.org,Catalina Arana,,,,
grove.co,Stuart Landesberg,,,,
zapier.com,Mike Knoop,,,,
zapier.com,Wade Foster,,,,
mambu.com,Eugene Danilkis,,,,
mandiant.com,Dave DeWalt,,,linkedin.com/in/ddewalt,USA
